EMP_NAME,EMP_AGE,MARITAL STATUS,EMP ID,COMPANY,COMPANY LOCATION,SPECIALIZATION,DESIGNATION_ID,PHONE NO,BANK BRANCH,EXPERIENCE,EDUCATION,VOTER_ID,PAN CARD,HOUSING,Loan,LOAN TYPE_ID,REWARD POINTS ,SAVINGS ACCOUNT NO.,CD ACC NO,FD ACC NO,OD ACC NO,CURRENT ACC NO,BALANCE,CREDIT CARD NO,DEBIT CARD NO,INTERNET BANKING,AVG BALANCE YEAR1,AVG BALANCE YEAR 2,AVG BALANCE YEAR 3,ADDRESS OF EMPLOYEES,ACCOUNT OPENING DATE,,
Aadit Patil,23,married,25467,IGATE,Navi Mumbai,Wireless ,1005,9123460533,Delhi,1,BE/BTech,IJP8252375,NAPOI8067S,yes,no,208,258,10025000001230,1112510001009,NULL,NULL,NULL,601,5369 2385 1258 1223,2463 9438 8752 1005,yes,127028,362499,120211,"H.No:15/P,gymkhana marg,Currey road",02-11-2012,,
Aaditya Surve,23,divorced,25468,IGATE,Navi Mumbai,Redtakon,1005,9123460537,Delhi,1,BE/BTech,QSR985418,NAPOI8068L,yes,no,208,2581,10025000001231,1112510001010,NULL,NULL,NULL,"15,129",5370 2385 1258 1223,2464 9438 8752 1005,yes,47763,47911,128220,"H.No:517/F,ganseh lane,lalbaug",02-11-2012,,
Aafreen Shaikh,23,single,25469,IGATE,Navi Mumbai,Socket Designer,1005,9123460541,Delhi,1,BE/BTech,AMN45129,NAPOI8069O,yes,no,208,2,10025000001232,1112510001011,NULL,NULL,NULL,"1,17,892",4632 2395 1258 1322,2465 9438 8752 1005,yes,109057,368813,578641,"H.No:73/E,furniture wala road,Worli",02-11-2012,,
Aaarti Parab,23,married,25470,IGATE,Navi Mumbai,TCP,1005,9123460545,Delhi,1,BE/BTech,QSZ126584,NAPOI8070P,yes,no,208,285,10025000001233,1112510001012,NULL,NULL,NULL,"2,143",5371 2385 1258 1223,2466 9438 8752 1005,yes,106131,51914,36980,"H.No:25/H,savla street,matunga(W)",02-11-2012,,
Aabha Desai,24,married,25471,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460549,Delhi,2,BE/BTech,PLI9632591,NAPOI8071W,yes,no,208,2589,10025000001234,1112510001013,NULL,NULL,NULL,"41,394",5372 2385 1258 1223,2467 9438 8752 1005,no,73645,11293,41990,"H.No:36/A,H.No:6/H,91 feet road,ghatkopar(E)",13-11-2011,,
Babulal Mule,25,married,25472,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460553,Delhi,2,BE/BTech,APL784519,NAPOI8072A,yes,no,208,258,10025000001235,1112510001014,NULL,NULL,NULL,"17,328",5373 2385 1258 1223,2468 9438 8752 1005,no,58363,392102,462970,"H.No:15/B,Mall road,vidya vihar(E)",20-12-2009,,
Badal Saxsena,24,single,25473,IGATE,Navi Mumbai,Bluetooth,1005,9123460557,Delhi,2,BE/BTech,PLI9632592,NAPOI8073S,yes,no,208,245,10025000001236,1112510001015,NULL,NULL,NULL,"6,47,236",5374 2385 1258 1223,2469 9438 8752 1005,yes,47417,242435,524598,"H.No:21/K,nakshatra road,Dadar(E)",13-11-2011,,
Babita Ayyar ,25,married,25474,IGATE,Navi Mumbai,Wireless ,1005,9123460561,Delhi,2,BE/BTech,EFU589638,NAPOI8074D,yes,no,208,418,10025000001237,1112510001016,NULL,NULL,NULL,"26,255",4633 2395 1258 1322,2470 9438 8752 1005,yes,70223,143095,448967,"H.No:52/D,Rani baug,Byculla(E)",25-09-2007,,
Badriya Jain,24,married,25475,IGATE,Navi Mumbai,Redtakon,1005,9123460565,Delhi,2,BE/BTech,IJP8252376,NAPOI8075H,yes,no,208,0,10025000001238,1112510001017,NULL,NULL,NULL,"8,993",5375 2385 1258 1223,2471 9438 8752 1005,yes,189594,47970,308415,"H.No:22/Q,ferry wharf,mazgaon",13-11-2011,,
Bhagyashri Naik ,25,married,25476,IGATE,Navi Mumbai,Socket Designer,1005,9123460569,Delhi,2,BE/BTech,QSR985419,NAPOI8076Y,yes,no,208,0,10025000001239,1112510001018,NULL,NULL,NULL,"2,011",5376 2385 1258 1223,2472 9438 8752 1005,yes,27925,158650,328260,"H.No:31/H,Porteguse church,Dadar(W)",28-03-2006,,
Calvin Desouza,24,married,25477,IGATE,Navi Mumbai,TCP,1005,9123460573,Delhi,2,BE/BTech,APL784517,NAPOI8077I,yes,no,208,258,10025000001240,1112510001019,1114020001094,NULL,NULL,"1,981",5377 2385 1258 1223,2473 9438 8752 1005,yes,35546,375040,251399,"H.No:43/M,standard mill compound,Wadala(W)",13-11-2011,,
Cameron White,24,single,25481,IGATE,Navi Mumbai,Protocol Layer Designers,1005,9123460577,Delhi,2,BE/BTech,PLI9632590,NAPOI8078K,yes,no,208,5,10025000001241,1112510001020,1114020001095,NULL,NULL,"2,686",5378 2385 1258 1223,2474 9438 8752 1005,yes,139757,289895,560392,"H.No:84/E,dargah road,mahalakshmi",13-11-2011,,
Carol Fernandez,25,married,25482,IGATE,Navi Mumbai,Bluetooth,1005,9123460581,Delhi,2,BE/BTech,EFU589636,NAPOI8079L,yes,no,208,2589,10025000001242,1112510001021,NULL,NULL,NULL,"10,585",4634 2395 1258 1322,2475 9438 8752 1005,yes,71974,47218,77341,"H.No:15/N,durdarshan road,Worli",03-02-2010,,
Damodar Manjarekar,24,single,25483,IGATE,Navi Mumbai,Wireless ,1005,9123460585,Delhi,2,BE/BTech,IJP8252374,NAPOI8080O,yes,yes,207,0,10025000001243,NULL,NULL,1111250000419,NULL,"6,20,981",5379 2385 1258 1223,2476 9438 8752 1005,yes,135350,195766,586508,"H.No:55/I,derashar lane,ghatkopar",13-11-2011,,
Dinar Mhadgut,25,married,25484,IGATE,Navi Mumbai,Redtakon,1005,9123460589,Delhi,2,BE/BTech,QSR985417,NAPOI8081M,yes,no,208,2596,10025000001244,NULL,NULL,NULL,NULL,"9,103",5380 2385 1258 1223,2477 9438 8752 1005,yes,106679,75908,57817,"H.No:47/G,Aarey road,Sion(W)",09-05-2012,,
Digvijay Desai,24,married,25485,IGATE,Navi Mumbai,Socket Designer,1005,9123460593,Delhi,2,BE/BTech,AMN45128,NAPOI8082P,yes,no,208,356,10025000001245,NULL,NULL,NULL,NULL,"48,088",5381 2385 1258 1223,2478 9438 8752 1005,yes,185839,189406,421204,"H.No:17/F,L T road,Wadala(E)",13-11-2011,,
Diksha Patil,25,single,25486,IGATE,Pune,TCP,1005,9123460597,Delhi,2,BE/BTech,QSZ126583,PUENP8500Q,yes,no,208,25,10025000001246,NULL,NULL,1111250000420,NULL,303,5382 2385 1258 1223,2479 9438 8752 1005,yes,81689,18250,288393,"H.No:27/D,H.No:2/N,forjet street,Kurla(W)",09-05-2013,,
Dipa Parab,24,single,25487,IGATE,Pune,Protocol Layer Designers,1005,9123460601,Delhi,2,BE/BTech,PLI9632590,PUENP8501W,yes,no,208,20,10025000001247,NULL,NULL,NULL,NULL,"4,28,509",4635 2395 1258 1322,2480 9438 8752 1005,yes,63437,369416,399070,"H.No:58/B,Court naka,CST(W)",13-11-2011,,
Farukh Abdulla,23,married,25488,IGATE,Pune,Bluetooth,1005,9123460605,Delhi,1,BE/BTech,APL784518,PUENP8502E,yes,no,208,259,10025000001248,NULL,1114020001096,NULL,NULL,"54,273",5383 2385 1258 1223,2481 9438 8752 1005,yes,61607,247200,88107,"H.No:58/K,fountain road,Sandhurst road(E)",02-11-2012,,
Faisal Khan,23,married,25489,IGATE,Pune,Wireless ,1005,9123460609,Delhi,1,BE/BTech,PLI9632591,PUENP8503R,yes,no,208,5828,10025000001249,NULL,NULL,NULL,NULL,154,5384 2385 1258 1223,2482 9438 8752 1005,yes,183271,323571,271188,"H.No:6/8B,vaishali nagar,Elphistone",02-11-2012,,
Gajanan Sawant,23,married,25490,IGATE,Pune,Redtakon,1005,9123460613,Delhi,1,BE/BTech,EFU589637,PUENP8504T,no,no,208,2588,10025000001250,NULL,NULL,NULL,NULL,"5,980",5385 2385 1258 1223,2483 9438 8752 1005,yes,59749,297790,208511,"H.No:68/G,H.No:6/L,dadoji kondev road,chunbhatti",11-07-2010,,
Gayatri Joshi,23,married,25491,IGATE,Pune,Socket Designer,1005,9123460617,Delhi,1,BE/BTech,IJP8252375,PUENP8505Y,yes,no,208,5258,10025000001251,NULL,NULL,NULL,NULL,"71,213",5386 2385 1258 1223,2484 9438 8752 1005,yes,71730,283755,129478,"H.No:6/8M,Veera Desai Road,Andheri (w)",11-07-2010,,
Harshal Mehta,23,married,25492,IGATE,Pune,TCP,1005,9123460621,Delhi,1,BE/BTech,QSR985418,PUENP8506U,yes,no,208,25,10025000001252,NULL,1114020001097,NULL,NULL,"3,358",4636 2395 1258 1322,2485 9438 8752 1005,yes,18980,338378,84228,"H.No:68/R,Azad Nagar ,Andheri(w)",11-07-2010,,
Hita Magdum,23,married,25493,IGATE,Pune,Protocol Layer Designers,1005,9123460625,Delhi,1,BE/BTech,AMN45129,PUENP8507I,yes,no,208,5298,10025000001253,NULL,NULL,NULL,NULL,"2,94,572",5387 2385 1258 1223,2486 9438 8752 1005,yes,101877,294337,511450,"H.No:15/J,Worlikar marg,Worli",11-07-2010,,
Isha Motvani,24,married,25494,IGATE,Pune,Protocol Layer Designers,1005,9123460629,Delhi,1,BE/BTech,QSZ126584,PUENP8508O,yes,no,208,258,10025000001254,NULL,NULL,NULL,NULL,335,5388 2385 1258 1223,2487 9438 8752 1005,yes,106878,314679,209283,"H.No:25/L,Amarsons garden,Prabhadevi",21-12-2009,,
Ishika Chaudhary,25,divorced,25495,IGATE,Pune,Bluetooth,1005,9123460633,Delhi,1,BE/BTech,PLI9632591,PUENP8509P,yes,no,208,25,10025000001255,NULL,NULL,1111250000421,NULL,"3,117",5389 2385 1258 1223,2488 9438 8752 1005,yes,97416,364427,298188,"H.No:72/O,shivari road,Parel(E)",09-01-2010,,
Jagruti Gawade,24,divorced,25496,IGATE,Pune,Wireless ,1005,9123460637,Delhi,2,BE/BTech,APL784519,PUENP8510Z,yes,no,208,4105,10025000001256,NULL,NULL,NULL,NULL,50000,5390 2385 1258 1223,2489 9438 8752 1005,yes,133067,301577,104234,"H.No:11/Q,gymkhana marg,Currey road",21-12-2009,,
Jayesh Swar,25,married,25497,IGATE,Pune,Redtakon,1005,9123460641,Delhi,2,BE/BTech,PLI9632592,PUENP8511X,yes,no,208,259,10025000001257,NULL,1114020001098,NULL,NULL,"2,560",4637 2395 1258 1322,2490 9438 8752 1005,yes,46200,107435,463809,"H.No:117/G,ganseh lane,lalbaug",25-09-2011,,
Kamlesh Kadam,24,married,25498,IGATE,Pune,Socket Designer,1005,9123460645,Delhi,2,BE/BTech,EFU589638,PUENP8512C,yes,no,208,93,10025000001258,NULL,NULL,NULL,NULL,"23,157",5391 2385 1258 1223,2491 9438 8752 1005,yes,184734,250325,147695,"H.No:71/G,furniture wala road,Worli",21-12-2009,,
Komal Singh,25,married,25499,IGATE,Pune,TCP,1005,9123460649,Delhi,2,BE/BTech,IJP8252376,PUENP8513V,yes,no,208,2598,10025000001259,NULL,NULL,NULL,1111010001120,"17,430",5392 2385 1258 1223,2492 9438 8752 1005,yes,46419,66252,115995,"H.No:24/I,savla street,matunga(W)",02-08-2009,,
Kaveri Patil,24,married,25500,IGATE,Pune,Protocol Layer Designers,1005,9123460653,Delhi,2,BE/BTech,QSR985419,PUENP8514B,yes,no,208,59,10025000001260,NULL,NULL,NULL,NULL,"50,544",5393 2385 1258 1223,2493 9438 8752 1005,yes,129788,77800,245500,"H.No:64/B,91 feet road,ghatkopar(E)",21-12-2009,,
Krishna Maistry,24,married,25501,IGATE,Pune,Bluetooth,1005,9123460657,Delhi,0.5,BE/BTech,AMN45130,PUENP8515N,yes,no,208,0,10025000001261,NULL,NULL,NULL,NULL,"5,375",5394 2385 1258 1223,2494 9438 8752 1005,yes,30616,313294,404352,"H.No:14/O,shivari road,Parel(E)",21-12-2009,,
Manoj Tiwari,25,single,25502,IGATE,Pune,Wireless ,1005,9123460661,Delhi,3,BE/BTech,QSZ126585,PUENP8516M,yes,no,208,0,10025000001262,NULL,NULL,NULL,NULL,"25,255",4638 2395 1258 1322,2495 9438 8752 1005,yes,102082,44279,263678,"H.No:32/V,cloves lane,masjid bunder(W)",09-11-2010,,
Manvi Desai,26,divorced,25503,IGATE,Pune,Redtakon,1005,9123460665,Delhi,3,BE/BTech,PLI9632592,PUENP8517A,yes,no,208,8529,10025000001263,NULL,1114020001099,NULL,NULL,389,5395 2385 1258 1223,2496 9438 8752 1005,yes,117458,262092,410945,"H.No:15/H,Lifestyle Road,Parel(W)",09-12-2010,,
Nisha Sawant,27,married,25504,IGATE,Pune,Socket Designer,1005,9123460669,Delhi,3,BE/BTech,APL784520,PUENP8518S,yes,no,208,255,10025000001264,NULL,NULL,NULL,NULL,"31,066",5396 2385 1258 1223,2497 9438 8752 1005,yes,20517,318053,295640,"H.No:123/H,Queens road,Chinchpokli",09-01-2011,,
Omkar Kulkarni,26,single,25505,IGATE,Pune,TCP,1005,9123460673,Delhi,3,BE/BTech,PLI9632593,PUENP8519D,yes,no,208,258,10025000001265,NULL,NULL,NULL,NULL,"1,76,855",5397 2385 1258 1223,2498 9438 8752 1005,yes,10582,257207,517667,"H.No:23/H,M G road,Byculla(W)",09-02-2011,,
Rahul Kulkarni,26,married,25506,IGATE,Pune,Protocol Layer Designers,1005,9123460677,Delhi,3,BE/BTech,EFU589639,PUENP8520F,yes,yes,211,2552,10025000001266,NULL,NULL,NULL,NULL,"2,015",5398 2385 1258 1223,2499 9438 8752 1005,yes,45544,184950,62641,"H.No:13/W,Dharavi road,Sion(W)",09-03-2011,,
Rohit Mande,27,single,25507,IGATE,Pune,Bluetooth,1005,9123460681,Delhi,3,BE/BTech,IJP8252377,PUENP8521G,yes,no,208,25,10025000001267,NULL,NULL,1111250000422,NULL,"5,326",4639 2395 1258 1322,2500 9438 8752 1005,yes,136523,82825,67932,"H.No:32/O,Chandvarkar road,Matunga(W)",09-04-2011,,
Alefia Kothavala,26,married,25508,IGATE,Pune,Wireless ,1005,9123460685,Delhi,3,BE/BTech,QSR985420,PUENP8522H,yes,yes,207,255,10025000001268,1112510001022,1114020001100,1111250000423,1111010001121,"1,249",5399 2385 1258 1223,2501 9438 8752 1005,yes,167869,209286,533224,"H.No:1/3I,Napoo Road,Lalbaug",09-05-2011,,
Gayatri Jagtap,27,single,25509,IGATE,Pune,Redtakon,1005,9123460689,Delhi,3,BE/BTech,APL784518,PUENP8523J,yes,no,208,2562,10025000001269,1112510001023,NULL,NULL,NULL,831,5400 2385 1258 1223,2502 9438 8752 1005,yes,152427,298242,23464,"H.No:43/B,Bhulabhai desai road,wadala(E)",09-06-2011,,
Neha Bansode,26,married,25510,IGATE,Pune,Socket Designer,1005,9123460693,Delhi,3,BE/BTech,PLI9632591,PUENP8524P,yes,no,208,0,10025000001270,NULL,NULL,NULL,1111010001122,"2,253",5401 2385 1258 1223,2503 9438 8752 1005,yes,28583,94955,127460,"H.No:82/F,dargah road,mahalakshmi",09-06-2011,,
Alfaz Khan,27,married,25511,IGATE,Pune,TCP,1005,9123460697,Delhi,3,BE/BTech,EFU589637,PUENP8527U,yes,no,208,2582,10025000001271,NULL,NULL,NULL,NULL,"24,543",5402 2385 1258 1223,2504 9438 8752 1005,yes,134604,47124,257108,"H.No:13/J,Shinde wadi,Dadar(E)",09-06-2011,,
Anamica D'souza,27,married,25601,IGATE,Noida,Protocol Layer Designers,1005,9123460701,Delhi,3,BE/BTech,IJP8252375,NDQWI7845A,yes,no,208,259,10025000001272,NULL,NULL,NULL,1111010001123,"7,426",4640 2395 1258 1322,2505 9438 8752 1005,yes,120912,137360,316127,"H.No:15/K,Tata Hospital Road,Parel(E)",09-06-2011,,
Sangita Bachhav,24,single,25602,IGATE,Noida,Protocol Layer Designers,1005,9123460705,Delhi,2,BE/BTech,QSR985418,NDQWI7846Q,yes,no,208,2356,10025000001273,NULL,NULL,NULL,NULL,"5,687",5403 2385 1258 1223,2506 9438 8752 1005,yes,191597,399308,246284,"H.No:16/F,Caters Road,Prabhadevi",21-12-2009,,
Dnyaneshwar Gavali,25,married,25603,IGATE,Noida,Bluetooth,1005,9123460709,Delhi,2,BE/BTech,AMN45129,NDQWI7847W,yes,no,208,562,10025000001274,NULL,NULL,NULL,NULL,"3,035",5404 2385 1258 1223,2507 9438 8752 1005,yes,86776,278627,407462,"H.No:51/K,Shinde wadi,Dadar(E)",22-12-2009,,
Chetan Wagh,25,married,25604,IGATE,Noida,Wireless ,1005,9123460713,Delhi,2,BE/BTech,QSZ126584,NDQWI7848E,yes,no,208,256,10025000001275,NULL,NULL,1111250000424,1111010001124,"3,846",5405 2385 1258 1223,2508 9438 8752 1005,yes,25233,46020,439276,"H.No:15/L,Tata Hospital Road,Parel(E)",23-12-2009,,
Pradeep Gupta,25,married,25605,IGATE,Noida,Redtakon,1005,9123460717,Delhi,2,BE/BTech,PLI9632591,NDQWI7849R,yes,no,208,2596,10025000001276,1112510001024,NULL,1111250000425,NULL,"3,496",5406 2385 1258 1223,2509 9438 8752 1005,yes,139525,317390,297753,"H.No:41/G,Caters Road,Prabhadevi",24-12-2009,,
Pradyna Mansukhani,25,married,25606,IGATE,Noida,Socket Designer,1005,9123460721,Delhi,2,BE/BTech,APL784519,NDQWI7850T,yes,no,208,569,10025000001277,1112510001025,NULL,NULL,NULL,"2,277",4641 2395 1258 1322,2510 9438 8752 1005,yes,189628,138638,275624,"H.No:51/L,nakshatra road,Dadar(E)",25-12-2009,,
Monica Swift,25,married,25607,IGATE,Noida,TCP,1005,9123460725,Delhi,2,BE/BTech,PLI9632592,NDQWI7851Y,no,no,208,852,10025000001278,NULL,NULL,NULL,1111010001125,"2,017",5407 2385 1258 1223,2511 9438 8752 1005,yes,122115,248823,108178,"H.No:22/E,Rani baug,Byculla(E)",26-12-2009,,
Chandler Bing,25,married,25608,IGATE,Noida,Protocol Layer Designers,1005,9123460729,Delhi,2,BE/BTech,EFU589638,NDQWI7852P,yes,no,208,5325,10025000001279,NULL,NULL,NULL,NULL,"25,381",5408 2385 1258 1223,2512 9438 8752 1005,yes,192864,103628,327471,"H.No:25/R,ferry wharf,mazgaon",27-12-2009,,
Suresh Dhande,25,single,25609,IGATE,Noida,Bluetooth,1005,9123460733,Delhi,2,BE/BTech,IJP8252376,NDQWI7853O,yes,no,208,5214,10025000001280,NULL,NULL,NULL,NULL,"12,789",5409 2385 1258 1223,2513 9438 8752 1005,yes,47011,146591,14627,"H.No:38/A,Porteguse church,Dadar(W)",28-12-2009,,
Ramesh Pingle,25,single,25610,IGATE,Noida,Wireless ,1005,9123460737,Delhi,2,BE/BTech,QSR985419,NDQWI7854I,yes,no,208,0,10025000001281,NULL,1114020001101,NULL,NULL,"57,828",5410 2385 1258 1223,2514 9438 8752 1005,yes,31745,37037,424123,"H.No:53/N,standard mill compound,Wadala(W)",17-03-2010,,
Joey Tribiyani,24,married,25611,IGATE,Noida,Redtakon,1005,9123460741,Delhi,2,BE/BTech,AMN45130,NDQWI7855U,yes,no,208,2568,10025000001282,NULL,NULL,NULL,NULL,"7,159",4642 2395 1258 1322,2515 9438 8752 1005,yes,16282,163345,36721,"H.No:81/G,dargah road,mahalakshmi",21-12-2009,,
Pavan Sharma,24,married,25612,IGATE,Noida,Socket Designer,1005,9123460745,Delhi,2,BE/BTech,QSZ126585,NDQWI7856Y,yes,no,208,259,10025000001283,1112510001026,NULL,NULL,NULL,"9,697",5411 2385 1258 1223,2516 9438 8752 1005,yes,104033,213774,51053,"H.No:12/O,durdarshan road,Worli",21-12-2009,,
Amol Nikam,24,married,25613,IGATE,Noida,TCP,1005,9123460749,Delhi,1,BE/BTech,PLI9632592,NDQWI7857Z,yes,no,208,0,10025000001284,NULL,NULL,NULL,NULL,"5,47,531",5412 2385 1258 1223,2517 9438 8752 1005,yes,47047,365593,107927,"H.No:14/L,Shinde wadi,Dadar(E)",21-12-2009,,
Bharat Yadav,24,single,25614,IGATE,Noida,Protocol Layer Designers,1005,9123460753,Delhi,1,BE/BTech,APL784520,NDQWI7858A,yes,no,208,5898,10025000001285,NULL,NULL,NULL,NULL,"2,03,629",5413 2385 1258 1223,2518 9438 8752 1005,no,11225,220065,174825,"H.No:15/M,Tata Hospital Road,Parel(E)",21-12-2009,,
Ganesh Chellam,24,single,25615,IGATE,Noida,Bluetooth,1005,9123460757,Delhi,1,BE/BTech,PLI9632593,NDQWI7859Q,yes,no,208,258,10025000001286,NULL,NULL,1111250000426,NULL,"7,236",5414 2385 1258 1223,2519 9438 8752 1005,no,88254,191743,217251,"H.No:18/H,Caters Road,Prabhadevi",21-12-2009,,
James Peterson,24,married,25616,IGATE,Noida,Wireless ,1005,9123460761,Delhi,1,BE/BTech,EFU589639,NDQWI7860X,yes,no,208,589,10025000001287,NULL,NULL,NULL,NULL,"5,462",4643 2395 1258 1322,2520 9438 8752 1005,yes,95225,188674,451974,"H.No:17/M,Shinde wadi,Dadar(E)",21-12-2009,,
Atif Shaikh,24,married,25617,IGATE,Noida,Redtakon,1005,9123460765,Delhi,1,BE/BTech,IJP8252377,NDQWI7861C,yes,no,208,952,10025000001288,NULL,NULL,NULL,NULL,"7,800",5415 2385 1258 1223,2521 9438 8752 1005,yes,70372,42033,64836,"H.No:14/N,Tata Hospital Road,Parel(E)",21-12-2009,,
Shital Navale,24,single,25618,IGATE,Delhi,Socket Designer,1005,9123460769,Delhi,1,BE/BTech,QSR985420,DPOUE9689A,yes,no,208,4185,10025000001289,NULL,1114020001102,NULL,NULL,"7,063",5416 2385 1258 1223,2522 9438 8752 1005,yes,110241,287176,168771,"H.No:15/A,shivari road,Parel(E)",21-12-2009,,
Abhijit Dhamne,24,married,25619,IGATE,Delhi,TCP,1005,9123460773,Delhi,1,BE/BTech,AMN45131,DPOUE9690B,yes,no,208,529,10025000001290,NULL,NULL,NULL,NULL,"23,281",5417 2385 1258 1223,2523 9438 8752 1005,yes,55333,264344,518154,"H.No:14/R,gymkhana marg,Currey road",21-12-2009,,
Bhushan Patel,24,single,25620,IGATE,Delhi,Protocol Layer Designers,1005,9123460777,Delhi,1,BE/BTech,QSZ126586,DPOUE9691C,yes,no,208,98,10025000001291,NULL,NULL,NULL,NULL,"1,745",5418 2385 1258 1223,2524 9438 8752 1005,yes,118508,76749,335890,"H.No:157/H,ganseh lane,lalbaug",21-12-2009,,
Anjali Dikshit,24,single,25621,IGATE,Delhi,Protocol Layer Designers,1005,9123460781,Delhi,1,BE/BTech,PLI9632593,DPOUE9692D,no,no,208,958,10025000001292,NULL,NULL,NULL,NULL,"11,244",4644 2395 1258 1322,2525 9438 8752 1005,yes,5299,310936,415530,"H.No:74/H,furniture wala road,Worli",21-12-2009,,
Raisa Mansoori,24,single,25622,IGATE,Delhi,Bluetooth,1005,9123460785,Delhi,1,BE/BTech,APL784521,DPOUE9693E,yes,no,208,5899,10025000001293,1112510001027,NULL,NULL,NULL,"1,05,981",5419 2385 1258 1223,2526 9438 8752 1005,yes,105514,86901,49626,"H.No:25/J,savla street,matunga(W)",21-12-2009,,
Rasika Varade,24,married,25623,IGATE,Delhi,Wireless ,1005,9123460789,Delhi,1,BE/BTech,PLI9632594,DPOUE9694F,no,no,208,5289,10025000001294,1112510001028,NULL,NULL,NULL,"3,004",5420 2385 1258 1223,2527 9438 8752 1005,yes,137317,376781,536724,"H.No:62/C,91 feet road,ghatkopar(E)",21-12-2009,,
Dinesh Shah,24,single,25624,IGATE,Delhi,Redtakon,1005,9123460793,Delhi,1,BE/BTech,EFU589640,DPOUE9695G,yes,no,208,589,10025000001295,1112510001029,NULL,NULL,NULL,"30,814",5421 2385 1258 1223,2528 9438 8752 1005,yes,81864,171076,191984,"H.No:15/B,shivari road,Parel(E)",21-12-2009,,
Mohammad Rashid,23,married,25625,IGATE,Delhi,Socket Designer,1005,9123460797,Delhi,1,BE/BTech,IJP8252378,DPOUE9696H,yes,no,208,0,10025000001296,1112510001030,1114020001103,NULL,NULL,"81,174",5422 2385 1258 1223,2529 9438 8752 1005,yes,178074,69313,345106,"H.No:35/M,cloves lane,masjid bunder(W)",11-07-2010,,
Kumar Khatri,23,married,25626,IGATE,Delhi,TCP,1005,9123460801,Delhi,1,BE/BTech,QSR985421,DPOUE9697I,yes,no,208,589,10025000001297,1112510001031,1114020001104,NULL,NULL,49,4645 2395 1258 1322,2530 9438 8752 1005,yes,5013,207609,401011,"H.No:14/I,Lifestyle Road,Parel(W)",11-07-2010,,
Suraj Mhatre,23,married,25627,IGATE,Delhi,Protocol Layer Designers,1005,9123460805,Delhi,1,BE/BTech,APL784519,DPOUE9698J,no,no,208,5892,10025000001298,1112510001032,1114020001105,NULL,1111010001126,"4,939",5423 2385 1258 1223,2531 9438 8752 1005,yes,40181,56212,72055,"H.No:153/G,Queens road,Chinchpokli",11-07-2010,,
Rahul Mande,23,married,25628,IGATE,Delhi,Bluetooth,1005,9123460809,Delhi,1,BE/BTech,PLI9632592,DPOUE9699K,yes,no,208,4852,10025000001299,1112510001033,1114020001106,NULL,NULL,932,5424 2385 1258 1223,2532 9438 8752 1005,yes,12948,138452,243147,"H.No:35/I,M G road,Byculla(W)",11-07-2010,,
Pankaj Kapoor,25,single,25629,IGATE,Delhi,Wireless ,1005,9123460813,Delhi,2,BE/BTech,EFU589638,DPOUE9700M,yes,no,208,589,10025000001300,1112510001034,1114020001107,1111250000427,NULL,21,5425 2385 1258 1223,2533 9438 8752 1005,yes,89142,323874,177509,"H.No:14/V,Dharavi road,Sion(W)",17-03-2010,,
Husain Shaikh,25,divorced,25630,IGATE,Delhi,Redtakon,1005,9123460817,Delhi,2,BE/BTech,IJP8252376,DPOUE9701N,yes,no,208,0,10025000001301,1112510001035,1114020001108,1111250000428,1111010001127,"4,589",5426 2385 1258 1223,2534 9438 8752 1005,yes,133621,151772,113660,"H.No:24/N,Chandvarkar road,Matunga(W)",17-03-2011,,
Sunil Sharma,25,married,25631,IGATE,Delhi,Socket Designer,1005,9123460821,Delhi,2,BE/BTech,QSR985419,DPOUE9702O,yes,no,208,285,10025000001302,1112510001036,NULL,NULL,1111010001128,319,4646 2395 1258 1322,2535 9438 8752 1005,yes,76058,3858,162224,"H.No:24/K,savla street,matunga(W)",17-03-2012,,
Komal Tendulkar,25,single,25632,IGATE,Delhi,TCP,1005,9123460825,Delhi,2,BE/BTech,AMN45130,DPOUE9703Q,yes,no,208,458,10025000001303,1112510001037,NULL,NULL,1111010001129,"3,002",5427 2385 1258 1223,2536 9438 8752 1005,yes,34386,62737,209495,"H.No:62/D,91 feet road,ghatkopar(E)",17-03-2013,,
Ramesh Thakur,25,married,25633,IGATE,Delhi,Protocol Layer Designers,1005,9123460829,Delhi,2,BE/BTech,QSZ126585,DPOUE9704W,no,no,208,2851,10025000001304,1112510001038,NULL,NULL,1111010001130,43,5428 2385 1258 1223,2537 9438 8752 1005,yes,6005,61560,201211,"H.No:12/C,shivari road,Parel(E)",17-03-2013,,
Fatima Khan,25,divorced,25634,IGATE,Delhi,Bluetooth,1005,9123460833,Delhi,2,BE/BTech,PLI9632592,DPOUE9705R,yes,no,208,58,10025000001305,1112510001039,NULL,NULL,1111010001131,"1,496",5429 2385 1258 1223,2538 9438 8752 1005,yes,1527,351075,281278,"H.No:35/N,cloves lane,masjid bunder(W)",25-01-2009,,
Swati Lodha,23,married,25635,IGATE,Delhi,Custom Firmware ,1003,9123460837,Delhi,1,BE/BTech,APL784520,DPOUE9706T,yes,no,208,25,10025000001306,1112510001040,NULL,NULL,1111010001132,"2,197",5430 2385 1258 1223,2539 9438 8752 1005,yes,125883,208123,543289,"H.No:21/A,gymkhana marg,Currey road",11-07-2010,,
